pinyin_key	candidate
zhongreng	semen querci liaotungensis
zhongyangfencedai	median strip
zhongyangfenchedai	median strip
zhongyangfengchedai	median strip
zhongzhumiejue	genocide
zhongzhuqingxi	genocide
zhongzi	bird rape seed
zhongzumiejue	genocide
zhongzuqingxi	genocide
zhongzuqinxi	genocide
zhoulang	cherokee strip
zhouqidai	period strip
zhuangpeicejian	erection department
zhuangpeicejian	erection shop
zhuangpeichejian	erection department
zhuangpeichejian	erection shop
zhuangpeigong	erection man
zhuangpeitu	erection drawing
zhuangpeitu	erection-diagram
zhuangpeitu	erection-drawing
zhuangshidai	decorative strip
zhuangsidai	decorative strip
zhuangxie	erection and dismantling
zhujinglang	sperm reservoir
zhujingnang	sperm reservoir
zhujinnang	sperm reservoir
zhuobai	to strip bark
zhuoji	(slang) (of a woman) to work as a prostitute
zhuole	rat-fuck
zhuoluden	strip light
zhuoluden	strip lights
zhuoluden	strip-light
zhuoluden	strip-lights
zhuoludeng	strip light
zhuoludeng	strip lights
zhuoludeng	strip-light
zhuoludeng	strip-lights
zhuonudeng	strip light
zhuonudeng	strip lights
zhuonudeng	strip-light
zhuonudeng	strip-lights
zhuoya	(slang) (of a man) to work as a prostitute
zhurumoxiangjin	dwarf sperm whale
zhurumoxiangjin	dwarf sperm whales
zhurumoxiangjing	dwarf sperm whale
zhurumoxiangjing	dwarf sperm whales
zhutong	bamboo strip
zhuxi	bamboo-strip mat
zhuzhou	fuck
zhx	diarrhea with cold
zibao	suicide
zibao	suicide bombing
zichengdai	tac-strip
zidai	strip chart
zifangxie	fatty diarrhea
zijin	commit suicide
zijin	suicide
zijing	commit suicide
zijing	fetal essence, i.e. semen (medical term)
zijing	suicide
zinengti	a gent
ziqiang	commit suicide
ziqumiewang	suicide
zisa	commit suicide
zisa	commits suicide
zisa	committing suicide
zisa	suicide
zisa	suicide belt
zisa	suicide oneself
zisa	suicide-belt
zisa	to attempt suicide
zisa	to commit suicide
zisaan	murder-suicide
zisadiwu	suicide substrate
zisadiwu	suicide substrates
zisalv	suicide rate
zisaqitu	attempted suicide
zisaqitu	suicide attempt
zisaqitu	suicide attempts
zisasenwang	committed suicide
zisasi	suicide
zisasi	suicide (attack)
zisasibaozha	suicide bombing
zisasizhadan	a suicide bomb
zisasizhadan	suicide bomb
zisaweisui	attempted suicide
zisaweisui	incomplete suicide
zisaweisui	suicide attempt
zisaxingwei	suicide
zisaxingwei	suicide act
zisayinian	suicide ideation
zisazhadansasou	suicide bomber
zisazhe	suicide
zisha	commit suicide
zisha	commits suicide
zisha	committing suicide
zisha	suicide
zisha	suicide belt
zisha	suicide oneself
zisha	suicide-belt
zisha	to attempt suicide
zisha	to commit suicide
zishaan	murder-suicide
zishadiwu	suicide substrate
zishadiwu	suicide substrates
zishalu	suicide rate
zishalv	suicide rate
zishanv	suicide rate
zishaqitu	attempted suicide
zishaqitu	suicide attempt
zishaqitu	suicide attempts
zishashengwang	committed suicide
zishashenwang	committed suicide
zishashi	suicide
zishashi	suicide (attack)
zishashibaoza	suicide bombing
zishashibaozha	suicide bombing
zishashizadan	a suicide bomb
zishashizadan	suicide bomb
zishashizhadan	a suicide bomb
zishashizhadan	suicide bomb
zishaweishui	attempted suicide
zishaweishui	incomplete suicide
zishaweishui	suicide attempt
zishaweisui	attempted suicide
zishaweisui	incomplete suicide
zishaweisui	suicide attempt
zishaxingwei	suicide
zishaxingwei	suicide act
zishaxinwei	suicide
zishaxinwei	suicide act
zishayilian	suicide ideation
zishayinian	suicide ideation
zishazadanshashou	suicide bomber
zishaze	suicide
zishazhadanshashou	suicide bomber
zishazhe	suicide
zitiao	paper strip
ziwen	to commit suicide by cutting one's own throat
ziweng	to commit suicide by cutting one's own throat
zixianweiqiao	vagina fibrosa digitorum manus
zixianweiqiao	vagina fibrosa digitorum pedis
zixie	anti-diarrhea
zixie	checking diarrhea
zizang	fuck-tard
zjdd	middle strip
zjn	sperm reservoir
zjq	vagina digitalis
zld	strip light
zld	strip lights
zld	strip-light
zld	strip-lights
zlkf	semen coffeae caneporae
zlxnsj	stress incontinence of urine
zm	torture
zongdian	cruel torture
zongduanniao	medistream urine
zongduanniao	mid-portion urine
zongduanniao	midstream urine
zongguo	to fuck someone
zongjiandidai	middle strip
zongjing	penis
zongjing	penis (Chinese medicine)
zongren	semen capparis masaikai
zongren	semen castanopsis fargesii
zongren	semen castanopsis tibetanae
zongren	semen cucurbitae melonaeformis
zongren	semen cyclogalanopsis glaucae
zongren	semen hodgsoniae
zongren	semen juglandis cathayensis
zongren	semen pruni salicinae
zongren	semen querci acutissimae
zongren	semen querci liaotungensis
zongyangfenchedai	median strip
zongzi	bird rape seed
zongzumiejue	genocide
zongzuqingxi	genocide
zoulang	cherokee strip
zounang	cherokee strip
zouqidai	period strip
zpcj	erection department
zpcj	erection shop
zpf	erection cost
zpg	erection man
zpt	erection drawing
zpt	erection-diagram
zpt	erection-drawing
zqmw	suicide
zrmxj	dwarf sperm whale
zrmxj	dwarf sperm whales
zsa	murder-suicide
zsdw	suicide substrate
zsdw	suicide substrates
zsl	suicide rate
zsqt	attempted suicide
zsqt	suicide attempt
zsqt	suicide attempts
zss	suicide
zss	suicide (attack)
zssbz	suicide bombing
zssw	committed suicide
zsszd	a suicide bomb
zsszd	suicide bomb
zsws	attempted suicide
zsws	incomplete suicide
zsws	suicide attempt
zsxw	suicide
zsxw	suicide act
zsyn	suicide ideation
zsz	suicide
zszdss	suicide bomber
zuili	semen castanopsis chinensis
zujingnang	sperm reservoir
zuobai	to strip bark
zuoji	(slang) (of a woman) to work as a prostitute
zuole	rat-fuck
zuoludeng	strip light
zuoludeng	strip lights
zuoludeng	strip-light
zuoludeng	strip-lights
zuone	rat-fuck
zuoya	(slang) (of a man) to work as a prostitute
zurumoxiangjing	dwarf sperm whale
zurumoxiangjing	dwarf sperm whales
zutong	bamboo strip
zuxi	bamboo-strip mat
zuzhou	fuck
zuzou	fuck
zxwq	vagina fibrosa digitorum manus
zxwq	vagina fibrosa digitorum pedis
zyfcd	median strip
zzmj	genocide
zzqx	genocide
