pinyin_key	rank	candidate
yinjingbeiqianjingmai	5	venae dorsales superficiales penis
yinjingbeisenjingmai	1	deep dorsal vein of penis
yinjingbeisenjingmai	2	vena dorsalis penis profunda
yinjingbeisenjingmai	3	vena dorsalis profunda penis
yinjingbeishengjingmai	1	deep dorsal vein of penis
yinjingbeishengjingmai	2	vena dorsalis penis profunda
yinjingbeishengjingmai	3	vena dorsalis profunda penis
yinjingbeishenjingmai	1	deep dorsal vein of penis
yinjingbeishenjingmai	2	vena dorsalis penis profunda
yinjingbeishenjingmai	3	vena dorsalis profunda penis
yinjingbingshunqiechushu	1	excision of lesion on penis
yinjingbingsunqiechushu	1	excision of lesion on penis
yinjingbingsunqiechusu	1	excision of lesion on penis
yinjingbingsunqiecushu	1	excision of lesion on penis
yinjingboqi	3	penile erection
yinjingboqi	4	erection of penis
yinjingbufengqiechushu	1	partial amputation of penis
yinjingbufenqiechushu	1	partial amputation of penis
yinjingbufenqiechusu	1	partial amputation of penis
yinjingbufenqiecushu	1	partial amputation of penis
yinjingchuoshang	1	contusion of penis
yinjingcuosang	1	contusion of penis
yinjingcuoshang	1	contusion of penis
yinjingen	1	radix penis
yinjingen	2	root of penis
yinjingen	3	radices penis
yinjingfangxianjunbing	1	actinomycosis of penis
yinjingfen	1	raphe penis
yinjingfen	2	rhaphe penis
yinjingfen	3	raphe of penis
yinjingfeng	1	raphe penis
yinjingfeng	2	rhaphe penis
yinjingfeng	3	raphe of penis
yinjingganzhouzhen	1	kraurosis penis
yinjingganzhouzhen	2	kraurosis of penis
yinjingganzhouzheng	1	kraurosis penis
yinjingganzhouzheng	2	kraurosis of penis
yinjingganzouzeng	1	kraurosis penis
yinjingganzouzeng	2	kraurosis of penis
yinjinggen	1	radix penis
yinjinggen	2	root of penis
yinjinggen	3	radices penis
yinjinggeng	1	radix penis
yinjinggeng	2	root of penis
yinjinggeng	3	radices penis
yinjinggu	1	ossa penis
yinjinggu	3	penis bone
yinjingguhua	1	ossification of penis
yinjinghaimiantibaimo	1	albuginea of cavernous body of penis
yinjinghaimiantiqiang	1	caverns of corpora cavernosa penis
yinjinghaimiantiqiang	2	caverns of cavernous body of penis
yinjinghaimiantiqiang	3	cavernae corporum cavernosorum penis
yinjinghaimiantisenjing	1	cavernous nerve of penis
yinjinghaimiantisenjing	2	cavernous nerves of penis
yinjinghaimiantisenjing	3	nervi cavernosi penis
yinjinghaimiantishengjing	1	cavernous nerve of penis
yinjinghaimiantishengjing	2	cavernous nerves of penis
yinjinghaimiantishengjing	3	nervi cavernosi penis
yinjinghaimiantishenjing	1	cavernous nerve of penis
yinjinghaimiantishenjing	2	cavernous nerves of penis
yinjinghaimiantishenjing	3	nervi cavernosi penis
yinjinghaimiantixiaoliang	1	trabeculae corporum cavernosorum penis
yinjinghaimiantixiaoliang	2	trabeculae corporum caverno sorum penis
yinjinghaimiantixiaoliang	3	trabeculae of corpora cavernosa penis
yinjinghaimiantixiaoliang	4	trabeculae of cavernous body of penis
yinjinghaimiantixiaoliang	5	trabeculae of corpora cavernosa of penis
yinjinghaimiantixiaoniang	1	trabeculae corporum cavernosorum penis
yinjinghaimiantixiaoniang	2	trabeculae corporum caverno sorum penis
yinjinghaimiantixiaoniang	3	trabeculae of corpora cavernosa penis
yinjinghaimiantixiaoniang	4	trabeculae of cavernous body of penis
yinjinghaimiantixiaoniang	5	trabeculae of corpora cavernosa of penis
yinjinghaimiantizaoying	1	cavernous body of penis radiography
yinjinghaimiantizhaoying	1	cavernous body of penis radiography
yinjingheisesuliu	1	melanoma of penis
yinjingheisesuniu	1	melanoma of penis
yinjingheisheshuliu	1	melanoma of penis
yinjingjiao	1	crus penis
yinjingjiao	2	crus of penis
yinjingjiao	3	crura of penis
yinjingjiaozai	1	incarceration of penis
yinjingjiaozai	2	strangulation of penis
yinjingjiaozhai	1	incarceration of penis
yinjingjiaozhai	2	strangulation of penis
yinjingjidixibaoai	1	basal cell carcinoma of penis
yinjingjiehe	1	tuberculosis of penis
yinjingjiehezen	3	penis tuberculid
yinjingjiehezhen	3	penis tuberculid
yinjingjiehezheng	3	penis tuberculid
yinjingjing	1	collum penis
yinjingjing	2	neck of penis
yinjingjing	3	neck of glans penis
yinjingjing	5	colum penis
yinjingjixing	1	penis deformity
yinjingjixing	2	anomaly of penis
yinjingjixing	3	deformity of penis
yinjingkuiyang	1	ulcer of penis
yinjinglangzhong	1	cyst of penis
yinjinglinzhuangxibaoai	1	squamous cell carcinoma of penis
yinjingliuzhuan	2	torsion of penis
yinjingliuzhuan	3	distortion of penis
yinjinglongzhong	2	abscess of penis
yinjingmeidu	1	penile syphilis
yinjingmeidu	2	syphilis of penis
yinjingnangzhong	1	cyst of penis
yinjingnangzong	1	cyst of penis
yinjingninzhuangxibaoai	1	squamous cell carcinoma of penis
yinjingniuzhuan	2	torsion of penis
yinjingniuzhuan	3	distortion of penis
yinjingniuzuan	2	torsion of penis
yinjingniuzuan	3	distortion of penis
yinjingnongzhong	2	abscess of penis
yinjingnongzong	2	abscess of penis
yinjingpanzhuangrendai	1	ligamentum fundiforme penis
yinjingpanzhuangrengdai	1	ligamentum fundiforme penis
yinjingpifushituoshang	1	avulsion of penis
yinjingpifushituoshang	2	avulsioi of penis
yinjingpifusituosang	1	avulsion of penis
yinjingpifusituosang	2	avulsioi of penis
yinjingpifusituoshang	1	avulsion of penis
yinjingpifusituoshang	2	avulsioi of penis
yinjingpiyanglangzhong	1	dermoid cyst of penis
yinjingpiyanglangzhong	2	dermoid eyst of penis
yinjingpiyangnangzhong	1	dermoid cyst of penis
yinjingpiyangnangzhong	2	dermoid eyst of penis
yinjingpiyangnangzong	1	dermoid cyst of penis
yinjingpiyangnangzong	2	dermoid eyst of penis
yinjingpizhixianlangzhong	1	sebaceous cyst of penis
yinjingpizhixianlangzhong	2	sebacous cyst of penis
yinjingpizhixiannangzhong	1	sebaceous cyst of penis
yinjingpizhixiannangzhong	2	sebacous cyst of penis
yinjingpizixiannangzong	1	sebaceous cyst of penis
yinjingpizixiannangzong	2	sebacous cyst of penis
yinjingqueru	1	congenital absence of penis
yinjingqueshi	1	absence of penis
yinjingqueshi	2	loss of penis
yinjingquesi	1	absence of penis
yinjingquesi	2	loss of penis
yinjingsendongmai	1	deep artery of penis
yinjingsendongmai	2	arteria profunda penis
yinjingsendongmai	3	arteriae profunda penis
yinjingshendongmai	1	deep artery of penis
yinjingshendongmai	2	arteria profunda penis
yinjingshendongmai	3	arteriae profunda penis
yinjingshengdongmai	1	deep artery of penis
yinjingshengdongmai	2	arteria profunda penis
yinjingshengdongmai	3	arteriae profunda penis
yinjingshuizhong	1	edema of penis
yinjingshuizong	1	edema of penis
yinjingshunshang	2	injury of penis
yinjingsuizhong	1	edema of penis
yinjingsunsang	2	injury of penis
yinjingsunshang	2	injury of penis
yinjingtao	1	condom
yinjingti	1	corpora penis
yinjingti	2	corpus penis
yinjingti	3	body of penis
yinjingti	5	scapus penis
yinjingtou	4	glans of penis
yinjingtou	5	head of penis
yinjingtoubaibanbing	1	leukoplakia of glans penis
yinjingtouguan	1	corona of penis
yinjingtouguan	2	corona of glans penis
yinjingtouguan	3	corona of glans of penis
yinjingtouguan	5	corona glandis penis
yinjingtuowei	1	dislocation of penis
yinjingu	1	ossa penis
yinjingu	3	penis bone
yinjinguhua	1	ossification of penis
yinjingxiagan	1	chancre of penis
yinjingxiawan	1	clubbed penis
yinjingxiawan	3	chordee of penis
yinjingxuezhong	1	hematoma of penis
yinjingxuezong	1	hematoma of penis
yinjingyingjiezeng	3	induration of penis
yinjingyingjiezhen	3	induration of penis
yinjingyingjiezheng	3	induration of penis
yinjingyinlangxiangpizhong	1	elephantiasis of penis and scrotum
yinjingyinnangxiangpizhong	1	elephantiasis of penis and scrotum
yinjingyinnangxiangpizong	1	elephantiasis of penis and scrotum
yinjingzeduan	1	fracture of penis
yinjingzheduan	1	fracture of penis
yinjingzhongge	1	septum penis
yinjingzhongge	2	septum of penis
yinjingzhongliu	3	tumor of penis
yinjingzhongniu	3	tumor of penis
yinjingzhuanwei	1	translocation of penis
yinjingzongge	1	septum penis
yinjingzongge	2	septum of penis
yinjingzongliu	3	tumor of penis
yinjingzuanwei	1	translocation of penis
yinjinhaimiantibaimo	1	albuginea of cavernous body of penis
yinjinhaimiantiqiang	1	caverns of corpora cavernosa penis
yinjinhaimiantiqiang	2	caverns of cavernous body of penis
yinjinhaimiantiqiang	3	cavernae corporum cavernosorum penis
yinjinhaimiantishenjin	1	cavernous nerve of penis
yinjinhaimiantishenjin	2	cavernous nerves of penis
yinjinhaimiantishenjin	3	nervi cavernosi penis
yinjinhaimiantixiaoliang	1	trabeculae corporum cavernosorum penis
yinjinhaimiantixiaoliang	2	trabeculae corporum caverno sorum penis
yinjinhaimiantixiaoliang	3	trabeculae of corpora cavernosa penis
yinjinhaimiantixiaoliang	4	trabeculae of cavernous body of penis
yinjinhaimiantixiaoliang	5	trabeculae of corpora cavernosa of penis
yinjinhaimiantizaoyin	1	cavernous body of penis radiography
yinjinheisesuliu	1	melanoma of penis
yinjinjiao	1	crus penis
yinjinjiao	2	crus of penis
yinjinjiao	3	crura of penis
yinjinjiaozhai	1	incarceration of penis
yinjinjiaozhai	2	strangulation of penis
yinjinjidixibaoai	1	basal cell carcinoma of penis
yinjinjiehe	1	tuberculosis of penis
yinjinjiehezhen	3	penis tuberculid
yinjinjin	1	collum penis
yinjinjin	2	neck of penis
yinjinjin	3	neck of glans penis
yinjinjin	5	colum penis
yinjinjixin	1	penis deformity
yinjinjixin	2	anomaly of penis
yinjinjixin	3	deformity of penis
yinjinkuiyang	1	ulcer of penis
yinjinlinzhuangxibaoai	1	squamous cell carcinoma of penis
yinjinmeidu	1	penile syphilis
yinjinmeidu	2	syphilis of penis
yinjinnangzhong	1	cyst of penis
yinjinniuzhuan	2	torsion of penis
yinjinniuzhuan	3	distortion of penis
yinjinnongzhong	2	abscess of penis
yinjinpanzhuangrendai	1	ligamentum fundiforme penis
yinjinpifusituoshang	1	avulsion of penis
yinjinpifusituoshang	2	avulsioi of penis
yinjinpiyangnangzhong	1	dermoid cyst of penis
yinjinpiyangnangzhong	2	dermoid eyst of penis
yinjinpizhixiannangzhong	1	sebaceous cyst of penis
yinjinpizhixiannangzhong	2	sebacous cyst of penis
yinjinqueru	1	congenital absence of penis
yinjinqueshi	1	absence of penis
yinjinqueshi	2	loss of penis
yinjinshendongmai	1	deep artery of penis
yinjinshendongmai	2	arteria profunda penis
yinjinshendongmai	3	arteriae profunda penis
yinjinshuizhong	1	edema of penis
yinjinsunshang	2	injury of penis
yinjintao	1	condom
yinjinti	1	corpora penis
yinjinti	2	corpus penis
yinjinti	3	body of penis
yinjinti	5	scapus penis
yinjintou	4	glans of penis
yinjintou	5	head of penis
yinjintoubaibanbin	1	leukoplakia of glans penis
yinjintouguan	1	corona of penis
yinjintouguan	2	corona of glans penis
yinjintouguan	3	corona of glans of penis
yinjintouguan	5	corona glandis penis
yinjintuowei	1	dislocation of penis
yinjinxiagan	1	chancre of penis
yinjinxiawan	1	clubbed penis
yinjinxiawan	3	chordee of penis
yinjinxuezhong	1	hematoma of penis
yinjinyinjiezheng	3	induration of penis
yinjinyinnangxiangpizhong	1	elephantiasis of penis and scrotum
yinjinzheduan	1	fracture of penis
yinjinzhongge	1	septum penis
yinjinzhongge	2	septum of penis
yinjinzhongliu	3	tumor of penis
yinjinzhuanwei	1	translocation of penis
yinjunzhi	4	drug addict
yinjunzhi	16	dope addict
yinjunzhi	19	narcotic addict
yinjunzi	4	drug addict
yinjunzi	16	dope addict
yinjunzi	19	narcotic addict
yinlangpifumeidu	1	syphilis of scrotal skin
yinliyinjing	1	buried penis
yinliyinjing	2	concealed penis
yinnangpifumeidu	1	syphilis of scrotal skin
yinniyinjin	1	buried penis
yinniyinjin	2	concealed penis
yinniyinjing	1	buried penis
yinniyinjing	2	concealed penis
yinu	28	massacre
yinu	34	to massacre
yinxingmeidu	1	syphilis latent
yinxinmeidu	1	syphilis latent
yinxue	5	vagina
yipaoshi	1	a piece of shit
yipaosi	1	a piece of shit
yipingruxi	15	not have a pot to piss in
yipinruxi	15	not have a pot to piss in
yiqimeidu	1	primary stage syphilis
yiqisejing	1	benefiting qi for consolidating semen
yiqishejin	1	benefiting qi for consolidating semen
yiqishejing	1	benefiting qi for consolidating semen
yiyiren	4	coicis semen
yiyireng	4	coicis semen
yizhiren	2	semen amomi amari
yizhireng	2	semen amomi amari
yizhixiang	2	bastard speedwell herb
yiziren	2	semen amomi amari
yizixiang	2	bastard speedwell herb
yja	3	carcinoma penis
yjambb	1	amoebiasis of penis
yjaqqbb	1	precancerous lesion of penis
yjbfqcs	1	partial amputation of penis
yjbhnz	1	inclusion cyst of penis
yjbp	2	foreskin of penis
yjbp	3	prepuce of penis
yjbp	4	praeputium penis
yjbqjm	1	superficial dorsal veins of penis
yjbqjm	2	venae dorsales penis superficiales
yjbqjm	3	venae dorsales penis superficialess
yjbqjm	4	venae dorsales superfciales penis
yjbqjm	5	venae dorsales superficiales penis
yjbsjm	1	deep dorsal vein of penis
yjbsjm	2	vena dorsalis penis profunda
yjbsjm	3	vena dorsalis profunda penis
yjbsqcs	1	excision of lesion on penis
yjfxjb	1	actinomycosis of penis
yjgzz	1	kraurosis penis
yjgzz	2	kraurosis of penis
yjhmtbm	1	albuginea of cavernous body of penis
yjhmtq	1	caverns of corpora cavernosa penis
yjhmtq	2	caverns of cavernous body of penis
yjhmtq	3	cavernae corporum cavernosorum penis
yjhmtsj	1	cavernous nerve of penis
yjhmtsj	2	cavernous nerves of penis
yjhmtsj	3	nervi cavernosi penis
yjhmtxl	1	trabeculae corporum cavernosorum penis
yjhmtxl	2	trabeculae corporum caverno sorum penis
yjhmtxl	3	trabeculae of corpora cavernosa penis
yjhmtxl	4	trabeculae of cavernous body of penis
yjhmtxl	5	trabeculae of corpora cavernosa of penis
yjhmtzy	1	cavernous body of penis radiography
yjhssl	1	melanoma of penis
yjjdxba	1	basal cell carcinoma of penis
yjjhz	3	penis tuberculid
yjjx	4	penis deformity
yjjx	5	anomaly of penis
yjky	5	ulcer of penis
yjlzxba	1	squamous cell carcinoma of penis
yjmd	4	penile syphilis
yjmd	5	syphilis of penis
yjnz	3	torsion of penis
yjnz	5	abscess of penis
yjpfsts	1	avulsion of penis
yjpfsts	2	avulsioi of penis
yjpynz	1	dermoid cyst of penis
yjpynz	2	dermoid eyst of penis
yjpzrd	1	ligamentum fundiforme penis
yjpzxnz	1	sebaceous cyst of penis
yjpzxnz	2	sebacous cyst of penis
yjqr	1	congenital absence of penis
yjsdm	1	deep artery of penis
yjsdm	2	arteria profunda penis
yjsdm	3	arteriae profunda penis
yjsz	3	edema of penis
yjt	2	condom
yjtbbb	1	leukoplakia of glans penis
yjtg	1	corona of penis
yjtg	2	corona of glans penis
yjtg	3	corona of glans of penis
yjtg	5	corona glandis penis
yjtw	1	dislocation of penis
yjxg	1	chancre of penis
yjxw	2	clubbed penis
yjxw	4	chordee of penis
yjyjz	3	induration of penis
yjynxpz	1	elephantiasis of penis and scrotum
yjz	12	drug addict
yjzg	4	septum penis
yjzg	5	septum of penis
ynck	3	semen alpiniae blepharocalycis
ynpfmd	1	syphilis of scrotal skin
ynyj	1	buried penis
ynyj	2	concealed penis
yongchu	28	vomit-
yongcu	28	vomit-
yongqi	8	bowel
youbingyangfen	10	depronal retard
youbingyangfeng	10	depronal retard
youbinyangfen	10	depronal retard
youden	10	bitch lamp
youdeng	10	bitch lamp
yousengliuchan	1	eugenic abortion
youshengliucan	1	eugenic abortion
youshengliuchan	1	eugenic abortion
youshengniuchan	1	eugenic abortion
youshenliuchan	1	eugenic abortion
youyaoyingzhe	1	addict
youyaoyinze	1	addict
youyaoyinzhe	1	addict
yprx	15	not have a pot to piss in
yps	22	a piece of shit
yqmd	3	primary stage syphilis
yslc	3	eugenic abortion
yt	52	bastard
yuanweiceshi	5	cripple leapfrog test
yuanweicesi	5	cripple leapfrog test
yuanweicheshi	5	cripple leapfrog test
yuehanlabei	1	John Rabe (1882-1950), German who helped protect Chinese during the Nanking massacre period
yuehannabei	1	John Rabe (1882-1950), German who helped protect Chinese during the Nanking massacre period
yufangqi	1	condom
yuhudie	1	semen oroxyli
yujing	3	penis
yuliren	5	semen pruni
yulireng	5	semen pruni
yun	51	vomit
yuniren	5	semen pruni
yunlancaokou	3	semen alpiniae blepharocalycis
yunnancaokou	3	semen alpiniae blepharocalycis
yunnanchaokou	3	semen alpiniae blepharocalycis
yunqi	8	shit
yuyuan	24	shit-can
ywcs	5	cripple leapfrog test
ywdt	1	medical abortion
ywly	4	cocaine abuse
yxcjb	1	inflammatory bowel diseases
yxmd	1	syphilis latent
yydm	1	medical marijuana
yydm	2	medical-marijuana
yyyz	2	addict
yzxcb	1	inflammatory bowel disease
zai	49	to slaughter livestock
zaige	1	slaughter
zaige	2	to slaughter
zaisa	2	slaughter
zaisa	4	to slaughter
zaisha	2	slaughter
zaisha	4	to slaughter
zangfuxianghe	1	bowel-viscus interconnection
zanzemaokengbulashi	2	lit. to occupy a latrine but not shit (proverb)
zaobo	2	morning erection
zaopo	8	faeces
zaoqiao	3	bridge-erection
zaoqimeidu	1	early syphilis
zaoqipengbo	5	full of piss and vinegar
zaota	31	bitch
zaotoule	4	like shit
zaotoune	4	like shit
zazhong	1	bastard
zazhong	4	son of a bitch
zazong	1	bastard
zazong	4	son of a bitch
zca	1	bowel cancer
zeili	6	up in this bitch
zeli	12	up in this bitch
zenjingyao	3	idiot pill
zentongyao	61	depronal retard
zfxh	1	bowel-viscus interconnection
zghmtj	1	erector penis
zhaige	1	slaughter
zhaige	2	to slaughter
zhaisha	2	slaughter
zhaisha	4	to slaughter
zhangfuxianghe	1	bowel-viscus interconnection
zhanzhemaokenbulashi	2	lit. to occupy a latrine but not shit (proverb)
zhanzhemaokengbulashi	2	lit. to occupy a latrine but not shit (proverb)
zhanzhemaokengbulasi	2	lit. to occupy a latrine but not shit (proverb)
zhanzhemaokengbunashi	2	lit. to occupy a latrine but not shit (proverb)
zhaobo	3	morning erection
zhaopo	8	faeces
zhaoqiao	3	bridge-erection
zhaoqimeidu	1	early syphilis
zhaoqipenbo	5	full of piss and vinegar
zhaoqipengbo	5	full of piss and vinegar
zhaota	31	bitch
zhaotoule	4	like shit
zhazhong	1	bastard
zhazhong	4	son of a bitch
zheili	6	up in this bitch
zheini	6	up in this bitch
zheli	12	up in this bitch
zhengjingyao	3	idiot pill
zhengtongyao	61	depronal retard
zheni	12	up in this bitch
zhenjingyao	3	idiot pill
zhenjinyao	3	idiot pill
zhentongyao	61	depronal retard
zhicangai	1	bowel cancer
zhichangai	1	bowel cancer
zhijianqiao	1	vagina digitalis
zhijuzhi	3	hoveniae semoveniae semen
zhijuzhi	4	semen hoveniae acerbae
zhijuzi	3	hoveniae semoveniae semen
zhijuzi	4	semen hoveniae acerbae
zhiranliuchan	1	natural abortion
zhisha	16	self-slaughter
zhisuihuai	3	bastard indigoes
zhixiangcansha	1	to massacre one another (idiom); internecine strife
zhiye	42	shit disturber
zhiye	43	shit-disturber
zhongjian	32	bastard sword
zhonglikafei	2	semen coffeae caneporae
zhongnikafei	2	semen coffeae caneporae
zhongxiangtuolafa	1	erection by longitudinal pulling method
zhongzhi	28	abort
zhoukai	8	piss
zhouxing	21	deform
zhouxing	22	to deform
zhouxingr	1	deform
zhouxingr	2	to deform
zhouyang	1	deform
zhouyang	2	to deform
zhouyangr	1	deform
zhouyangr	2	to deform
zhuangpeifei	1	erection cost
zhuangpeiyingli	2	erection stress
zhuangpeiyingni	2	erection stress
zhuangpeiyinli	2	erection stress
zhuangsa	11	play the idiot
zhuangsha	11	play the idiot
zhuantijiaqiaofa	1	bridge erection by swinging method
zhuili	3	semen castanopsis chinensis
zhuini	3	semen castanopsis chinensis
zhuiqiucaifu	1	worship bitch goddess
zhuiqiuchaifu	1	worship bitch goddess
zhuke	23	faeces suis scrofae
zhuoguhaimiantiji	1	erector penis
zichangai	1	bowel cancer
zijianqiao	1	vagina digitalis
zijing	14	"fetal essence", i.e. semen (medical term)
zijuzi	3	hoveniae semoveniae semen
zijuzi	4	semen hoveniae acerbae
ziranliucan	1	natural abortion
ziranliuchan	1	natural abortion
ziranniuchan	1	natural abortion
zisa	15	self-slaughter
zisha	15	self-slaughter
zishuihuai	3	bastard indigoes
zisuihuai	3	bastard indigoes
zixiangcansa	1	to massacre one another (idiom); internecine strife
zixiangcansha	1	to massacre one another (idiom); internecine strife
zixiangchansha	1	to massacre one another (idiom); internecine strife
ziye	64	shit disturber
zongjian	47	bastard sword
zongjin	1	penis
zongjin	2	penis (Chinese medicine)
zonglikafei	2	semen coffeae caneporae
zongxiangtuolafa	1	erection by longitudinal pulling method
zongxiangtuonafa	1	erection by longitudinal pulling method
zoukai	8	piss
zouxin	23	deform
zouxin	24	to deform
zouxing	1	deform
zouxing	2	to deform
zouxingr	1	deform
zouxingr	2	to deform
zouxinr	1	deform
zouxinr	2	to deform
zouyang	1	deform
zouyang	2	to deform
zouyangr	1	deform
zouyangr	2	to deform
zpyl	2	erection stress
zqcf	1	worship bitch goddess
zqmd	1	early syphilis
zqpb	5	full of piss and vinegar
zrlc	1	natural abortion
zsh	63	bastard indigoes
ztjqf	1	bridge erection by swinging method
ztl	13	like shit
zuantijiaqiaofa	1	bridge erection by swinging method
zuiqiucaifu	1	worship bitch goddess
zuke	28	faeces suis scrofae
zuoguhaimiantiji	1	erector penis
zuzhi	30	retard
zuzi	34	retard
zxcs	2	to massacre one another (idiom); internecine strife
zxr	1	deform
zxr	4	to deform
zxtlf	1	erection by longitudinal pulling method
zyr	1	deform
zyr	2	to deform
zzmkbls	2	lit. to occupy a latrine but not shit (proverb)
